age,income,home_ownership,employment_length,loan_intent,loan_amount,loan_interest_rate,loan_income_ratio,payment_default_on_file,credit_history_length,max_allowed_loan
31.0,120000.0,RENT,2.0,MEDICAL,15000,10.99,0.12,N,9,170962.0
31.0,120000.0,RENT,4.0,PERSONAL,15000,10.99,0.13,N,5,170962.0
31.0,120000.0,MORTGAGE,8.0,VENTURE,15000,9.76,0.13,N,10,170962.0
27.0,140000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,18000,7.9,0.13,N,6,170964.0
36.0,100000.0,MORTGAGE,12.0,MEDICAL,9000,5.42,0.09,N,11,170966.0
34.0,105000.0,MORTGAGE,7.0,EDUCATION,7500,10.99,0.07,N,5,170971.0
30.0,120000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,9000,5.99,0.07,N,9,170972.0
39.0,90000.0,MORTGAGE,0.0,VENTURE,4500,7.51,0.05,N,16,170974.0
24.0,150000.0,MORTGAGE,8.0,VENTURE,9000,7.51,0.06,N,4,170977.0
32.0,110000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,5000,5.79,0.05,N,7,170977.0
29.0,120000.0,MORTGAGE,3.0,PERSONAL,3000,5.42,0.02,N,8,170984.0
29.0,120000.0,RENT,5.0,EDUCATION,3000,14.22,0.02,Y,6,170984.0
25.0,140004.0,MORTGAGE,9.0,PERSONAL,4000,7.68,0.03,N,3,170989.0
44.0,100000.0,MORTGAGE,14.0,MEDICAL,5000,7.14,0.05,N,11,170993.0
37.0,99000.0,RENT,15.0,HOMEIMPROVEMENT,12000,11.14,0.12,N,12,171109.0
41.0,110000.0,MORTGAGE,4.0,PERSONAL,9200,6.03,0.08,N,11,171192.0
29.0,125000.0,MORTGAGE,3.0,PERSONAL,10000,9.91,0.08,N,10,171221.0
29.0,125000.0,MORTGAGE,5.0,MEDICAL,10000,7.51,0.08,N,7,171221.0
29.0,125000.0,MORTGAGE,13.0,MEDICAL,10000,5.79,0.08,N,6,171221.0
27.0,135000.0,MORTGAGE,1.0,PERSONAL,11000,6.62,0.08,N,10,171222.0
27.0,135000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,11000,10.99,0.08,N,6,171222.0
27.0,135000.0,MORTGAGE,11.0,VENTURE,11000,9.32,0.08,N,6,171222.0
37.0,98000.0,RENT,21.0,DEBTCONSOLIDATION,10000,8.9,0.1,N,12,171263.0
34.0,105500.0,RENT,3.0,PERSONAL,8000,11.49,0.08,N,9,171320.0
29.0,132000.0,MORTGAGE,7.0,MEDICAL,20000,12.68,0.15,N,7,171359.0
42.0,108000.0,MORTGAGE,3.0,VENTURE,10000,6.62,0.09,N,17,171431.0
33.0,110000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,10000,7.14,0.09,N,8,171467.0
33.0,110000.0,MORTGAGE,7.0,VENTURE,10000,8.94,0.09,N,5,171467.0
25.0,150000.0,RENT,3.0,HOMEIMPROVEMENT,16000,16.32,0.11,N,4,171468.0
35.0,115200.0,MORTGAGE,3.0,VENTURE,30000,7.9,0.23,N,7,171539.0
28.0,144000.0,MORTGAGE,3.0,PERSONAL,30000,5.99,0.21,N,6,171552.0
32.0,116004.0,MORTGAGE,2.0,PERSONAL,14000,12.99,0.12,N,6,171569.0
30.0,120000.0,MORTGAGE,14.0,MEDICAL,8400,5.42,0.07,N,7,171573.0
51.0,120000.0,MORTGAGE,3.0,PERSONAL,12000,7.88,0.1,N,24,171597.0
29.0,135000.0,MORTGAGE,9.0,HOMEIMPROVEMENT,24000,14.61,0.18,N,9,171705.0
33.0,115000.0,RENT,2.0,HOMEIMPROVEMENT,18000,12.69,0.16,N,10,171706.0
35.0,105000.0,MORTGAGE,11.0,DEBTCONSOLIDATION,12000,10.99,0.11,N,10,171712.0
35.0,105000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,12000,13.49,0.11,Y,9,171712.0
35.0,105000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,12000,7.29,0.11,N,8,171712.0
35.0,105000.0,RENT,2.0,DEBTCONSOLIDATION,12000,7.88,0.11,N,9,171712.0
28.0,132000.0,MORTGAGE,4.0,EDUCATION,13000,7.51,0.1,N,8,171768.0
24.0,150000.0,RENT,8.0,HOMEIMPROVEMENT,8200,6.99,0.06,N,3,171778.0
36.0,97000.0,RENT,12.0,EDUCATION,2800,15.96,0.03,N,12,171781.0
26.0,136000.0,MORTGAGE,10.0,MEDICAL,5000,6.99,0.04,N,3,171782.0
39.0,91200.0,MORTGAGE,1.0,PERSONAL,6000,7.68,0.06,N,16,171810.0
23.0,171194.0,MORTGAGE,7.0,VENTURE,25000,10.99,0.15,N,4,171837.0
38.0,101000.0,RENT,0.0,MEDICAL,20000,10.65,0.2,N,17,171846.0
50.0,93450.0,RENT,0.0,HOMEIMPROVEMENT,15000,11.58,0.16,N,12,171888.0
38.0,100000.0,MORTGAGE,15.0,PERSONAL,18000,12.73,0.18,N,13,171949.0
32.0,120000.0,MORTGAGE,15.0,DEBTCONSOLIDATION,20000,6.17,0.17,N,6,171955.0
32.0,120000.0,MORTGAGE,9.0,VENTURE,20000,9.99,0.17,N,5,171955.0
28.0,140000.0,OWN,12.0,PERSONAL,24000,11.71,0.17,N,7,171957.0
28.0,140000.0,MORTGAGE,12.0,VENTURE,24000,10.99,0.17,N,8,171957.0
34.0,110000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,15000,6.91,0.14,N,6,171958.0
32.0,115000.0,MORTGAGE,3.0,PERSONAL,12000,5.79,0.1,N,8,171965.0
35.0,104000.0,MORTGAGE,15.0,PERSONAL,10000,10.65,0.1,N,6,171965.0
36.0,100000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,8000,5.79,0.08,N,13,171968.0
23.0,159996.0,MORTGAGE,7.0,EDUCATION,12000,5.42,0.08,N,2,171970.0
28.0,130000.0,RENT,0.0,HOMEIMPROVEMENT,10000,11.86,0.08,N,7,171972.0
28.0,130000.0,MORTGAGE,12.0,PERSONAL,10000,16.29,0.08,N,8,171972.0
30.0,120000.0,MORTGAGE,14.0,EDUCATION,8000,10.25,0.07,N,9,171973.0
26.0,140000.0,MORTGAGE,1.0,DEBTCONSOLIDATION,10000,12.87,0.07,Y,4,171974.0
26.0,140000.0,RENT,3.0,PERSONAL,10000,9.91,0.07,N,3,171974.0
39.0,90000.0,RENT,4.0,EDUCATION,3500,8.0,0.04,N,13,171977.0
24.0,150000.0,MORTGAGE,7.0,VENTURE,8000,8.9,0.05,N,2,171979.0
28.0,125000.0,MORTGAGE,3.0,PERSONAL,3000,7.51,0.02,N,10,171985.0
36.0,100010.0,MORTGAGE,11.0,PERSONAL,8000,11.49,0.08,N,13,171986.0
29.0,120000.0,RENT,0.0,PERSONAL,2000,14.22,0.02,Y,6,171987.0
46.0,100000.0,MORTGAGE,7.0,HOMEIMPROVEMENT,12000,10.99,0.12,N,17,171990.0
29.0,125600.0,MORTGAGE,13.0,MEDICAL,10000,7.88,0.08,N,6,172091.0
29.0,128400.0,MORTGAGE,3.0,PERSONAL,14000,14.84,0.11,N,7,172146.0
43.0,110000.0,MORTGAGE,6.0,PERSONAL,17000,8.88,0.16,N,11,172189.0
49.0,95000.0,RENT,2.0,VENTURE,14000,13.48,0.15,N,13,172189.0
39.0,98603.0,MORTGAGE,18.0,MEDICAL,20000,7.51,0.18,N,14,172221.0
27.0,135000.0,RENT,3.0,HOMEIMPROVEMENT,10000,7.51,0.07,N,6,172223.0
27.0,135000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,10000,7.74,0.07,N,6,172223.0
31.0,115000.0,RENT,0.0,VENTURE,6000,12.18,0.05,N,5,172226.0
41.0,116004.0,MORTGAGE,1.0,DEBTCONSOLIDATION,18000,10.37,0.15,N,16,172236.0
25.0,150000.0,MORTGAGE,10.0,VENTURE,15200,16.0,0.1,N,2,172269.0
41.0,110000.0,MORTGAGE,3.0,PERSONAL,8000,6.76,0.07,N,11,172392.0
41.0,110000.0,RENT,12.0,HOMEIMPROVEMENT,8000,7.14,0.07,N,11,172392.0
32.0,109200.0,MORTGAGE,10.0,MEDICAL,2300,7.9,0.02,N,7,172405.0
29.0,125000.0,MORTGAGE,2.0,VENTURE,8800,13.85,0.07,N,7,172423.0
30.0,125000.0,MORTGAGE,14.0,PERSONAL,15000,6.03,0.12,N,5,172463.0
25.0,150000.0,RENT,4.0,VENTURE,15000,16.0,0.1,N,2,172469.0
25.0,150000.0,RENT,9.0,EDUCATION,15000,12.42,0.1,N,3,172469.0
25.0,150000.0,MORTGAGE,5.0,EDUCATION,15000,12.18,0.1,N,3,172469.0
25.0,150000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,15000,7.88,0.1,N,2,172469.0
25.0,150000.0,MORTGAGE,4.0,PERSONAL,15000,9.63,0.1,N,4,172469.0
25.0,150000.0,RENT,6.0,EDUCATION,15000,14.42,0.1,N,2,172469.0
43.0,109000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,15000,7.29,0.14,N,16,172470.0
25.0,146000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,10000,13.72,0.07,Y,3,172475.0
25.0,146000.0,OWN,5.0,VENTURE,10000,16.89,0.07,N,4,172475.0
24.0,150000.0,MORTGAGE,8.0,EDUCATION,7500,7.49,0.05,N,4,172479.0
39.0,90000.0,MORTGAGE,4.0,MEDICAL,3000,7.51,0.03,N,16,172479.0
39.0,90000.0,MORTGAGE,1.0,PERSONAL,3000,10.36,0.03,N,13,172479.0
39.0,90000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,3000,7.14,0.03,N,13,172479.0
35.0,100000.0,RENT,0.0,VENTURE,2500,9.99,0.03,N,9,172483.0
37.0,103000.0,MORTGAGE,6.0,VENTURE,18000,7.88,0.17,N,15,172500.0
27.0,130104.0,MORTGAGE,3.0,VENTURE,3000,10.38,0.02,N,7,172626.0
31.0,125000.0,MORTGAGE,14.0,VENTURE,21000,13.72,0.17,N,8,172705.0
45.0,99400.0,MORTGAGE,18.0,MEDICAL,6000,5.42,0.07,N,17,172912.0
29.0,121000.0,MORTGAGE,3.0,VENTURE,2500,7.51,0.02,N,7,172936.0
36.0,110000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,25000,10.74,0.23,N,12,172943.0
26.0,160000.0,MORTGAGE,8.0,VENTURE,35000,13.49,0.22,Y,2,172951.0
37.0,100000.0,MORTGAGE,3.0,EDUCATION,12000,7.51,0.12,N,13,172959.0
37.0,100000.0,RENT,1.0,EDUCATION,12000,7.88,0.12,N,12,172959.0
27.0,140000.0,MORTGAGE,6.0,VENTURE,16000,7.88,0.12,N,6,172966.0
30.0,122000.0,MORTGAGE,2.0,MEDICAL,10000,13.49,0.08,Y,8,172970.0
30.0,122000.0,MORTGAGE,11.0,DEBTCONSOLIDATION,10000,7.88,0.08,N,6,172970.0
36.0,100000.0,MORTGAGE,4.0,MEDICAL,7000,6.76,0.07,N,16,172970.0
30.0,120000.0,MORTGAGE,8.0,PERSONAL,7000,6.76,0.06,N,5,172975.0
30.0,120000.0,MORTGAGE,0.0,EDUCATION,7000,5.42,0.06,N,10,172975.0
23.0,160000.0,MORTGAGE,7.0,PERSONAL,11000,7.9,0.07,N,3,172976.0
37.0,95459.0,MORTGAGE,13.0,EDUCATION,3600,8.49,0.04,N,14,172977.0
24.0,150000.0,MORTGAGE,8.0,PERSONAL,7000,12.61,0.05,Y,3,172980.0
24.0,150000.0,RENT,0.0,HOMEIMPROVEMENT,7000,7.9,0.05,N,3,172980.0
24.0,150000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,7000,14.27,0.05,N,3,172980.0
32.0,110000.0,RENT,4.0,DEBTCONSOLIDATION,3000,13.61,0.03,Y,10,172982.0
45.0,100000.0,RENT,0.0,MEDICAL,7000,8.59,0.07,N,12,172992.0
24.0,148350.0,RENT,5.0,EDUCATION,5000,8.49,0.03,N,2,173003.0
30.0,125000.0,MORTGAGE,14.0,MEDICAL,14400,13.85,0.12,N,5,173064.0
39.0,95000.0,RENT,3.0,HOMEIMPROVEMENT,12000,10.99,0.13,N,16,173207.0
29.0,125000.0,MORTGAGE,2.0,PERSONAL,8000,10.99,0.06,N,9,173224.0
29.0,125000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,8000,6.76,0.06,N,9,173224.0
36.0,104606.0,MORTGAGE,8.0,VENTURE,15000,15.28,0.14,N,12,173247.0
22.0,175000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,19200,6.17,0.11,N,3,173270.0
46.0,95000.0,RENT,0.0,PERSONAL,1500,13.72,0.02,N,16,173295.0
34.0,105500.0,RENT,3.0,PERSONAL,6000,12.21,0.06,N,5,173324.0
28.0,126000.0,RENT,11.0,HOMEIMPROVEMENT,3000,7.12,0.02,N,8,173385.0
28.0,131040.0,MORTGAGE,5.0,VENTURE,10000,7.51,0.08,N,8,173428.0
29.0,130000.0,RENT,5.0,VENTURE,15000,7.49,0.12,N,7,173464.0
29.0,130000.0,MORTGAGE,7.0,HOMEIMPROVEMENT,15000,12.18,0.12,N,10,173464.0
29.0,130000.0,MORTGAGE,8.0,VENTURE,15000,13.16,0.12,Y,9,173464.0
30.0,125000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,14000,13.61,0.11,Y,6,173465.0
33.0,110000.0,RENT,0.0,PERSONAL,8000,11.71,0.07,N,6,173470.0
39.0,90000.0,RENT,3.0,VENTURE,2000,8.94,0.02,N,11,173483.0
32.0,120000.0,MORTGAGE,16.0,EDUCATION,18400,13.06,0.14,Y,9,173557.0
34.0,108000.0,OWN,4.0,EDUCATION,10000,7.14,0.09,N,8,173566.0
28.0,132000.0,MORTGAGE,2.0,VENTURE,11200,6.99,0.09,N,6,173570.0
26.0,140000.0,RENT,0.0,EDUCATION,8400,8.0,0.06,N,4,173576.0
45.0,102000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,10000,10.25,0.1,N,15,173591.0
31.0,125000.0,MORTGAGE,6.0,PERSONAL,20000,15.95,0.16,N,10,173706.0
35.0,105000.0,MORTGAGE,11.0,EDUCATION,10000,7.51,0.1,N,10,173715.0
29.0,144000.0,MORTGAGE,5.0,MEDICAL,35000,7.9,0.24,N,10,173746.0
37.0,100000.0,RENT,7.0,VENTURE,11200,16.0,0.11,Y,13,173761.0
32.0,120000.0,RENT,7.0,DEBTCONSOLIDATION,18000,12.69,0.15,N,7,173957.0
32.0,120000.0,MORTGAGE,5.0,EDUCATION,18000,11.49,0.15,N,9,173957.0
29.0,130000.0,RENT,1.0,DEBTCONSOLIDATION,14500,9.63,0.11,N,10,173965.0
25.0,153600.0,MORTGAGE,9.0,DEBTCONSOLIDATION,18000,6.03,0.12,N,3,173966.0
31.0,120000.0,MORTGAGE,5.0,PERSONAL,12000,5.79,0.1,N,7,173966.0
31.0,120000.0,MORTGAGE,12.0,VENTURE,12000,5.79,0.1,N,9,173966.0
31.0,120000.0,OWN,15.0,VENTURE,12000,8.88,0.1,N,9,173966.0
31.0,120000.0,RENT,1.0,VENTURE,12000,10.74,0.1,N,6,173966.0
31.0,120000.0,MORTGAGE,12.0,VENTURE,12000,5.99,0.1,N,6,173966.0
31.0,120000.0,MORTGAGE,6.0,PERSONAL,12000,5.79,0.1,N,5,173966.0
31.0,120000.0,MORTGAGE,11.0,MEDICAL,12000,10.99,0.1,N,6,173966.0
31.0,120000.0,MORTGAGE,15.0,HOMEIMPROVEMENT,12000,9.99,0.1,N,6,173966.0
27.0,140000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,15000,7.88,0.11,N,7,173967.0
27.0,140000.0,MORTGAGE,12.0,HOMEIMPROVEMENT,15000,6.03,0.11,N,8,173967.0
32.0,115000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,10000,13.92,0.09,N,6,173968.0
36.0,100000.0,MORTGAGE,2.0,MEDICAL,6000,7.51,0.06,N,12,173972.0
36.0,100000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,6000,7.14,0.06,N,17,173972.0
36.0,100000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,6000,7.51,0.06,N,12,173972.0
36.0,100000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,6000,11.49,0.06,N,14,173972.0
28.0,130000.0,MORTGAGE,12.0,VENTURE,8000,7.14,0.06,N,10,173975.0
28.0,130000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,8000,10.75,0.06,N,7,173975.0
28.0,130000.0,MORTGAGE,12.0,HOMEIMPROVEMENT,8000,10.59,0.06,N,5,173975.0
30.0,120000.0,MORTGAGE,5.0,VENTURE,6000,13.06,0.05,Y,8,173977.0
30.0,120000.0,MORTGAGE,14.0,PERSONAL,6000,6.17,0.05,N,6,173977.0
30.0,120000.0,MORTGAGE,14.0,HOMEIMPROVEMENT,6000,11.49,0.05,N,8,173977.0
30.0,120000.0,MORTGAGE,14.0,VENTURE,6000,7.68,0.05,N,7,173977.0
30.0,120000.0,MORTGAGE,12.0,VENTURE,6000,5.42,0.05,N,8,173977.0
30.0,120000.0,RENT,0.0,MEDICAL,6000,10.65,0.05,N,9,173977.0
30.0,120000.0,MORTGAGE,0.0,MEDICAL,6000,13.49,0.05,Y,8,173977.0
30.0,120000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,6000,12.84,0.05,Y,9,173977.0
30.0,120000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,6000,10.99,0.05,N,8,173977.0
30.0,120000.0,MORTGAGE,4.0,PERSONAL,6000,6.92,0.05,N,8,173977.0
30.0,120000.0,MORTGAGE,14.0,HOMEIMPROVEMENT,6000,5.42,0.05,N,10,173977.0
24.0,150000.0,MORTGAGE,8.0,PERSONAL,6000,14.09,0.04,N,3,173981.0
24.0,150000.0,MORTGAGE,8.0,EDUCATION,6000,5.79,0.04,N,2,173981.0
24.0,150000.0,RENT,0.0,PERSONAL,6000,8.49,0.04,N,4,173981.0
28.0,126000.0,RENT,12.0,VENTURE,2400,10.99,0.02,N,6,173986.0
45.0,100000.0,MORTGAGE,6.0,MEDICAL,6000,13.47,0.06,Y,17,173992.0
32.0,115000.0,MORTGAGE,14.0,PERSONAL,9925,11.14,0.09,N,10,174043.0
31.0,122000.0,MORTGAGE,3.0,EDUCATION,15000,11.86,0.12,N,6,174062.0
30.0,132750.0,MORTGAGE,3.0,EDUCATION,25000,13.06,0.19,Y,8,174078.0
49.0,95000.0,OWN,16.0,PERSONAL,12000,10.99,0.13,N,15,174189.0
37.0,105000.0,MORTGAGE,0.0,VENTURE,20000,11.48,0.19,N,15,174198.0
37.0,98000.0,MORTGAGE,16.0,HOMEIMPROVEMENT,7000,6.99,0.07,N,12,174269.0
25.0,153000.0,MORTGAGE,1.0,DEBTCONSOLIDATION,16800,6.99,0.12,N,4,174418.0
30.0,125000.0,MORTGAGE,3.0,PERSONAL,13000,8.38,0.1,N,5,174466.0
33.0,110000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,7000,12.21,0.06,N,10,174472.0
28.0,130000.0,MORTGAGE,7.0,PERSONAL,7200,8.9,0.05,N,8,174776.0
42.0,110000.0,MORTGAGE,18.0,HOMEIMPROVEMENT,10000,7.9,0.09,N,17,174791.0
37.0,101004.0,RENT,11.0,HOMEIMPROVEMENT,12000,7.88,0.12,N,16,174817.0
39.0,100000.0,MORTGAGE,1.0,VENTURE,20000,11.14,0.2,N,14,174945.0
38.0,100000.0,MORTGAGE,4.0,EDUCATION,15000,13.47,0.15,N,11,174953.0
38.0,100000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,15000,13.85,0.15,Y,12,174953.0
30.0,130000.0,MORTGAGE,14.0,EDUCATION,20000,12.73,0.15,Y,10,174958.0
26.0,150000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,20000,10.0,0.13,N,3,174963.0
26.0,150000.0,RENT,3.0,HOMEIMPROVEMENT,20000,10.59,0.13,N,2,174963.0
37.0,100000.0,MORTGAGE,1.0,VENTURE,10000,7.51,0.1,N,11,174963.0
31.0,120000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,11000,10.99,0.09,N,6,174967.0
25.0,150000.0,MORTGAGE,9.0,MEDICAL,12500,15.58,0.08,Y,3,174972.0
36.0,100000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,5000,7.29,0.05,N,13,174975.0
36.0,100000.0,MORTGAGE,4.0,EDUCATION,5000,13.98,0.05,Y,13,174975.0
36.0,100000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,5000,5.42,0.05,N,16,174975.0
36.0,100000.0,MORTGAGE,3.0,VENTURE,5000,6.92,0.05,N,13,174975.0
23.0,160000.0,MORTGAGE,8.0,PERSONAL,9000,5.42,0.06,N,4,174978.0
26.0,140000.0,OWN,9.0,HOMEIMPROVEMENT,7000,7.14,0.05,N,2,174978.0
30.0,120000.0,RENT,3.0,EDUCATION,5000,13.61,0.04,Y,7,174979.0
30.0,120000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,5000,7.49,0.04,N,10,174979.0
30.0,120000.0,RENT,14.0,EDUCATION,5000,8.0,0.04,N,6,174979.0
30.0,120000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,5000,6.17,0.04,N,7,174979.0
30.0,120000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,5000,11.49,0.04,N,9,174979.0
30.0,120000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,5000,10.65,0.04,N,9,174979.0
30.0,120000.0,MORTGAGE,11.0,MEDICAL,5000,9.99,0.04,N,5,174979.0
24.0,150000.0,RENT,8.0,HOMEIMPROVEMENT,5000,13.43,0.03,N,3,174983.0
24.0,150000.0,RENT,6.0,HOMEIMPROVEMENT,5000,16.32,0.03,N,2,174983.0
47.0,100000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,13000,6.03,0.13,N,16,174989.0
32.0,115600.0,MORTGAGE,2.0,EDUCATION,9925,7.29,0.09,N,9,175003.0
30.0,120000.0,MORTGAGE,2.0,MEDICAL,4800,7.88,0.04,N,9,175179.0
35.0,103000.0,MORTGAGE,3.0,MEDICAL,5000,15.21,0.05,N,7,175225.0
29.0,125000.0,MORTGAGE,12.0,MEDICAL,6000,5.79,0.05,N,9,175228.0
26.0,138000.0,MORTGAGE,3.0,EDUCATION,4000,11.86,0.03,N,4,175384.0
28.0,131040.0,MORTGAGE,0.0,MEDICAL,8000,13.35,0.06,Y,5,175431.0
34.0,115000.0,MORTGAGE,3.0,EDUCATION,20000,10.83,0.17,N,5,175452.0
23.0,170000.0,MORTGAGE,0.0,EDUCATION,20000,10.37,0.12,N,4,175467.0
23.0,170000.0,RENT,1.0,PERSONAL,20000,13.06,0.12,N,2,175467.0
30.0,125000.0,MORTGAGE,14.0,PERSONAL,12000,10.75,0.1,N,8,175467.0
25.0,150000.0,MORTGAGE,7.0,MEDICAL,12000,6.54,0.08,N,3,175473.0
25.0,150000.0,MORTGAGE,2.0,PERSONAL,12000,6.62,0.08,N,4,175473.0
25.0,150000.0,MORTGAGE,9.0,HOMEIMPROVEMENT,12000,7.88,0.08,N,2,175473.0
25.0,150000.0,MORTGAGE,9.0,VENTURE,12000,10.37,0.08,N,3,175473.0
25.0,150000.0,MORTGAGE,5.0,PERSONAL,12000,6.99,0.08,N,4,175473.0
25.0,150000.0,MORTGAGE,4.0,PERSONAL,12000,6.62,0.08,N,4,175473.0
25.0,150000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,12000,5.42,0.08,N,2,175473.0
25.0,150000.0,OWN,3.0,VENTURE,12000,8.07,0.08,N,4,175473.0
25.0,150000.0,RENT,1.0,HOMEIMPROVEMENT,12000,12.87,0.08,Y,2,175473.0
25.0,150000.0,MORTGAGE,3.0,PERSONAL,12000,10.37,0.08,N,2,175473.0
25.0,150000.0,MORTGAGE,9.0,EDUCATION,12000,7.51,0.08,N,4,175473.0
25.0,150000.0,RENT,9.0,MEDICAL,12000,10.37,0.08,N,4,175473.0
25.0,150000.0,RENT,5.0,EDUCATION,12000,13.06,0.08,N,3,175473.0
25.0,150000.0,RENT,6.0,VENTURE,12000,7.9,0.08,N,2,175473.0
33.0,110000.0,RENT,3.0,DEBTCONSOLIDATION,6000,7.14,0.05,N,8,175474.0
27.0,156000.0,MORTGAGE,9.0,MEDICAL,35000,14.27,0.22,N,8,175549.0
27.0,136000.0,MORTGAGE,2.0,MEDICAL,8000,9.25,0.06,N,9,175576.0
31.0,125000.0,MORTGAGE,9.0,MEDICAL,18000,13.43,0.14,N,10,175708.0
33.0,112000.0,MORTGAGE,15.0,PERSONAL,9000,11.14,0.08,N,9,175769.0
28.0,140000.0,RENT,2.0,VENTURE,20000,13.85,0.14,N,9,175960.0
32.0,120000.0,OWN,2.0,EDUCATION,16000,5.79,0.14,N,6,175960.0
31.0,120000.0,MORTGAGE,15.0,DEBTCONSOLIDATION,10000,12.69,0.08,N,5,175969.0
31.0,120000.0,MORTGAGE,3.0,VENTURE,10000,8.94,0.08,N,5,175969.0
31.0,120000.0,MORTGAGE,15.0,HOMEIMPROVEMENT,10000,5.42,0.08,N,9,175969.0
31.0,120000.0,RENT,5.0,HOMEIMPROVEMENT,10000,7.51,0.08,N,8,175969.0
31.0,120000.0,MORTGAGE,3.0,MEDICAL,10000,5.42,0.08,N,10,175969.0
31.0,120000.0,RENT,8.0,HOMEIMPROVEMENT,10000,5.79,0.08,N,5,175969.0
32.0,115000.0,MORTGAGE,2.0,MEDICAL,8000,7.51,0.07,N,6,175971.0
28.0,130000.0,RENT,12.0,EDUCATION,6000,11.71,0.05,N,6,175978.0
28.0,130000.0,MORTGAGE,2.0,MEDICAL,6000,10.75,0.05,N,9,175978.0
26.0,140000.0,MORTGAGE,10.0,PERSONAL,6000,7.9,0.04,N,4,175980.0
26.0,140000.0,MORTGAGE,5.0,VENTURE,6000,12.18,0.04,N,3,175980.0
30.0,120000.0,MORTGAGE,4.0,EDUCATION,4000,7.14,0.03,N,10,175981.0
30.0,120000.0,MORTGAGE,7.0,VENTURE,4000,7.14,0.03,N,9,175981.0
47.0,100000.0,MORTGAGE,21.0,PERSONAL,12000,5.99,0.12,N,17,175990.0
45.0,100000.0,MORTGAGE,8.0,MEDICAL,4000,7.88,0.04,N,12,175993.0
26.0,143150.0,MORTGAGE,1.0,VENTURE,10000,6.54,0.07,N,3,176069.0
36.0,102000.0,RENT,5.0,VENTURE,7500,13.49,0.07,Y,17,176069.0
23.0,157500.0,RENT,1.0,PERSONAL,5000,12.69,0.03,N,2,176109.0
29.0,136000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,21000,13.99,0.15,Y,10,176158.0
44.0,120000.0,MORTGAGE,17.0,VENTURE,35000,10.38,0.29,N,14,176186.0
33.0,125004.0,OWN,2.0,MEDICAL,30000,13.3,0.24,Y,7,176199.0
29.0,125000.0,MORTGAGE,5.0,PERSONAL,5000,7.14,0.04,N,10,176229.0
37.0,98000.0,MORTGAGE,21.0,DEBTCONSOLIDATION,5000,11.26,0.05,N,17,176274.0
37.0,98000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,5000,7.68,0.05,N,16,176274.0
46.0,98000.0,MORTGAGE,18.0,PERSONAL,4000,6.03,0.04,N,17,176313.0
32.0,114000.0,MORTGAGE,11.0,MEDICAL,6000,10.37,0.05,N,10,176375.0
32.0,114000.0,MORTGAGE,16.0,PERSONAL,6000,15.23,0.05,N,10,176375.0
31.0,130000.0,MORTGAGE,3.0,VENTURE,25000,15.62,0.19,N,8,176451.0
29.0,129996.0,MORTGAGE,4.0,HOMEIMPROVEMENT,12000,15.68,0.1,Y,10,176462.0
33.0,110000.0,MORTGAGE,2.0,EDUCATION,5000,7.51,0.05,N,8,176477.0
33.0,110000.0,RENT,3.0,VENTURE,5000,12.99,0.05,N,8,176477.0
